id,authentication_id,latitude,longitude,vendor_category_en,vendor_category_id,delivery_charge,serving_distance,is_open,OpeningTime,OpeningTime2,prepration_time,commission,is_haked_delivering,discount_percentage,status,verified,rank,language,vendor_rating,sunday_from_time1,sunday_to_time1,sunday_from_time2,sunday_to_time2,monday_from_time1,monday_to_time1,monday_from_time2,monday_to_time2,tuesday_from_time1,tuesday_to_time1,tuesday_from_time2,tuesday_to_time2,wednesday_from_time1,wednesday_to_time1,wednesday_from_time2,wednesday_to_time2,thursday_from_time1,thursday_to_time1,thursday_from_time2,thursday_to_time2,friday_from_time1,friday_to_time1,friday_from_time2,friday_to_time2,saturday_from_time1,saturday_to_time1,saturday_from_time2,saturday_to_time2,primary_tags,open_close_flags,vendor_tag,vendor_tag_name,one_click_vendor,country_id,city_id,created_at,updated_at,device_type,display_orders
195,118793,-0.704467308,0.056954773,Restaurants,2,0.7,15,1,05:30PM-11:59PM,00:01AM-02:30AM,15,0,Yes,0,1,1,11,EN,4.2,0:01:00,0:59:00,18:00:00,23:59:00,0:01:00,0:59:00,18:00:00,23:59:00,0:01:00,0:59:00,18:00:00,23:59:00,0:01:00,0:59:00,18:00:00,23:59:00,0:01:00,0:59:00,18:00:00,23:59:00,0:01:00,0:59:00,18:00:00,23:59:00,0:01:00,0:59:00,18:00:00,23:59:00,,1,"5,30,22,47,52,16,56","Burgers,Fries,Grills,Mishkak,Mojitos ,Sandwiches,Sweets",Y,1,1,3/10/2024 13:05,4/3/2025 14:43,3,1
196,118794,-1.787413462,0.006934091,Sweets & Bakes,3,0.7,10,0,06:00PM-11:59PM,00:01AM-02:30AM,17,0,Yes,0,0,1,11,EN,4.4,0:01:00,0:59:00,15:00:00,23:59:00,0:01:00,0:59:00,15:00:00,23:59:00,0:01:00,0:59:00,15:00:00,23:59:00,0:01:00,0:59:00,15:00:00,23:59:00,0:01:00,0:59:00,15:00:00,23:59:00,0:01:00,0:59:00,15:00:00,23:59:00,0:01:00,0:59:00,15:00:00,23:59:00,,1,,,Y,1,1,3/10/2024 13:08,4/2/2025 12:35,3,1
197,118795,-0.6313,0.1805675,Restaurants,2,0,15,1,11:59AM-10:45PM ,-,17,0,Yes,0,1,1,1,EN,4.4,11:30:00,23:30:00,,,11:30:00,23:30:00,,,11:30:00,23:30:00,,,11:30:00,23:30:00,,,11:30:00,23:30:00,,,11:30:00,23:30:00,,,11:30:00,23:30:00,,,"{""primary_tags"":""270""}",1,"91,42,24","Free Delivery,Mexican,Salads",Y,1,1,3/10/2024 13:54,4/7/2025 22:14,3,1
199,118798,2.337753846,0.699575,Sweets & Bakes,3,0,15,1,08:30AM-11:45PM,-,15,0,Yes,0,1,1,11,EN,4.5,8:30:00,23:45:00,,,8:30:00,23:45:00,,,8:30:00,23:45:00,,,8:30:00,23:45:00,,,8:30:00,23:45:00,,,16:00:00,23:45:00,,,8:30:00,23:45:00,,,,1,"41,51,8,57,38,43,32,52,62,25","Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Mojitos ,Pancakes,Waffles",Y,1,1,3/11/2024 13:58,4/3/2025 15:40,3,1
201,118800,0.015623077,0.531628182,Restaurants,2,0.7,15,1,11:00AM-3:50pm,6:10pm-12:00am,12,0,Yes,0,1,1,11,EN,4,11:00:00,15:45:00,18:30:00,23:45:00,11:00:00,15:45:00,18:30:00,23:45:00,11:00:00,15:45:00,18:30:00,23:45:00,11:00:00,15:45:00,18:30:00,23:45:00,11:00:00,15:45:00,18:30:00,23:45:00,13:00:00,15:45:00,18:30:00,23:45:00,11:00:00,15:45:00,18:30:00,23:45:00,,1,"31,8,10,28","Biryani,Desserts,Indian,Soups",Y,1,1,3/14/2024 15:43,4/2/2025 18:27,3,1
203,118802,0.026205769,0.5525875,Restaurants,2,0.7,15,0,11:00AM-11:01PM,-,16,0,Yes,0,0,0,11,EN,4,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:30:00,23:30:00,,,10:30:00,23:15:00,,,"{""primary_tags"":""52""}",1,"1,16,29,30","American,Sandwiches,Hot Dogs,Fries",Y,1,1,3/16/2024 19:11,4/5/2025 17:48,3,1
207,118806,-0.936961538,0.080825909,Restaurants,2,0.7,15,1,11:00AM-04:00PM,06:00PM-11:45PM,15,0,Yes,0,1,1,11,EN,4.1,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,12:30:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,,1,"2,31,7,22,10,33,24,28,19","Arabic,Biryani,Chinese,Grills,Indian,Rice,Salads,Soups,Thai",Y,1,1,3/26/2024 23:11,4/6/2025 14:56,3,1
216,118815,-0.587598077,0.754193636,Restaurants,2,0.7,6,1,09:00AM-08:00pm ,-,15,0,Yes,0,1,1,11,EN,4.7,8:00:00,23:00:00,,,8:00:00,23:00:00,,,8:00:00,23:00:00,,,8:00:00,23:00:00,,,8:00:00,23:00:00,,,8:00:00,23:59:00,,,8:00:00,23:00:00,,,"{""primary_tags"":""815""}",1,"60,73","Coffee,Organic",Y,1,1,4/9/2024 12:50,4/7/2025 15:06,3,1
221,118820,0.025821154,0.551593864,Sweets & Bakes,3,0.7,15,0,09:00AM-11:00PM,-,10,0,Yes,0,0,0,11,EN,4.2,9:00:00,23:00:00,,,9:00:00,23:00:00,,,9:00:00,23:00:00,,,9:00:00,23:00:00,,,9:00:00,23:00:00,,,9:00:00,23:00:00,,,9:00:00,23:00:00,,,"{""primary_tags"":""849""}",1,"38,9,36","Fresh Juices,Healthy Food,Smoothies",Y,1,1,4/13/2024 19:09,4/3/2025 21:45,3,1
225,118824,-0.815323319,0.091491291,Restaurants,2,0,15,1,06:15AM-11:45PM,-,10,0,Yes,0,1,1,11,EN,4.2,8:00:00,19:00:00,,,8:00:00,19:00:00,,,8:00:00,19:00:00,,,8:00:00,19:00:00,,,8:00:00,19:00:00,,,8:00:00,11:00:00,16:00:00,19:00:00,8:00:00,19:00:00,,,"{""primary_tags"":""346""}",1,"4,91,38,30,79,52,45","Breakfast,Free Delivery,Fresh Juices,Fries,Karak,Mojitos ,Rolls",Y,1,1,4/18/2024 17:44,4/7/2025 14:14,3,1
231,118830,205.2423269,44.21080682,Sweets & Bakes,3,0.7,10,1,9am-10pm,10pm-11pm,15,0,Yes,0,1,1,11,EN,4.3,,,,,9:00:00,21:00:00,,,,,,,10:00:00,16:01:00,17:00:00,23:01:00,,,,,,,,,,,,,,1,,,Y,1,1,4/24/2024 20:04,3/20/2025 9:45,1,1
237,118838,-0.943419231,0.081702273,Restaurants,2,0.7,15,0,08:30PM-11:59PM,00:01AM-02:30AM,15,0,Yes,0,0,0,11,EN,4.6,0:01:00,0:59:00,14:00:00,23:45:00,0:01:00,0:59:00,14:00:00,23:45:00,0:01:00,0:59:00,14:00:00,23:45:00,0:01:00,0:59:00,14:00:00,23:45:00,0:01:00,0:59:00,14:00:00,23:45:00,0:01:00,0:59:00,14:00:00,23:45:00,0:01:00,0:59:00,14:00:00,23:45:00,,1,"1,5,8,57,30,27,24,16","American,Burgers,Desserts,Donuts,Fries,Pasta,Salads,Sandwiches",Y,1,1,4/30/2024 16:15,4/7/2025 18:45,3,1
243,118844,2.215692308,0.714018182,Restaurants,2,0.7,15,0,01.00PM-02:.00AM,01.00PM-02.00AM,11,0,Yes,0,0,1,11,EN,4.4,14:00:00,23:45:00,,,14:00:00,23:45:00,,,14:00:00,23:45:00,,,14:00:00,23:45:00,,,14:00:00,23:45:00,,,14:00:00,23:45:00,,,14:00:00,23:45:00,,,,1,,,Y,1,1,5/7/2024 14:32,2/28/2025 20:43,3,1
250,118851,-0.511584221,0.758307943,Restaurants,2,0.7,5,1,09:00AM-11:45PM,-,15,0,Yes,0,1,1,11,EN,4.5,9:00:00,23:45:00,,,9:00:00,23:45:00,,,9:00:00,23:45:00,,,9:00:00,23:45:00,,,9:00:00,23:45:00,,,9:00:00,23:45:00,,,9:00:00,23:45:00,,,"{""primary_tags"":""47""}",1,"1,4,45,24,16","American,Breakfast,Rolls,Salads,Sandwiches",Y,1,1,5/12/2024 17:17,4/5/2025 18:12,3,1
259,118860,0.025821154,0.551593864,Restaurants,2,0,15,1,05:00PM-11:59PM ,-,15,0,Yes,0,1,1,11,EN,4.3,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,"{""primary_tags"":""134""}",1,"1,5,48,27,16,36,28,35","American,Burgers,Kids meal,Pasta,Sandwiches,Smoothies,Soups,Steaks",Y,1,1,5/21/2024 16:05,4/7/2025 21:56,3,1
265,118866,-0.861073077,-0.065146591,Sweets & Bakes,3,0,10,1,08:00AM-11:45PM,-,15,0,Yes,0,1,1,11,EN,4.3,0:01:00,1:30:00,8:00:00,23:59:00,0:01:00,1:30:00,8:00:00,23:59:00,0:01:00,1:30:00,8:00:00,23:59:00,0:01:00,1:30:00,8:00:00,23:59:00,0:01:00,1:30:00,8:00:00,23:59:00,0:01:00,1:30:00,8:00:00,23:59:00,0:01:00,1:30:00,8:00:00,23:59:00,"{""primary_tags"":""28""}",1,"8,91,38,9,43,32,52","Desserts,Free Delivery,Fresh Juices,Healthy Food,Ice creams,Milkshakes,Mojitos ",Y,1,1,5/23/2024 17:44,4/7/2025 1:50,3,1
271,118872,-0.334340385,0.726332955,Restaurants,2,0.7,5,1,05:00PM-11:45PM,-,11,0,Yes,0,1,1,11,EN,4.5,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,"{""primary_tags"":""134""}",1,"1,5,48,27,16,36,28,35","American,Burgers,Kids meal,Pasta,Sandwiches,Smoothies,Soups,Steaks",Y,1,1,5/28/2024 13:36,4/3/2025 22:18,3,1
274,118875,0.30532122,0.559974384,Sweets & Bakes,3,0.7,15,0,11AM-11PM,-,45,0,Yes,0,0,0,11,EN,3.7,8:00:00,13:30:00,16:00:00,23:00:00,8:00:00,13:30:00,16:00:00,23:00:00,9:00:00,23:00:00,,,9:00:00,13:30:00,,,8:00:00,11:00:00,15:00:00,23:00:00,8:00:00,11:00:00,15:00:00,23:00:00,9:00:00,23:00:00,,,"{""primary_tags"":""180""}",1,"41,57","Cakes,Donuts",Y,1,1,5/31/2024 14:33,4/6/2025 19:57,3,1
288,118889,-0.558384615,0.740756818,Restaurants,2,0,6,1,11:15AM-03:00PM,05:15PM-09:30PM ,15,0,Yes,0,1,1,11,EN,4.6,11:00:00,15:00:00,17:00:00,21:45:00,11:00:00,15:00:00,17:00:00,21:45:00,11:00:00,15:00:00,17:00:00,21:45:00,11:00:00,15:00:00,17:00:00,21:45:00,11:00:00,15:00:00,17:00:00,21:45:00,11:00:00,21:45:00,,,11:00:00,21:45:00,,,"{""primary_tags"":""204""}",1,"3,8,33,24,28,19","Asian,Desserts,Rice,Salads,Soups,Thai",Y,1,1,6/21/2024 2:54,4/7/2025 15:11,3,1
289,118890,-1.007384615,0.079220455,Restaurants,2,0.7,15,1,11:30AM-11.59 PM,-,15,0,Yes,0,1,1,11,EN,4.5,0:01:00,1:30:00,11:00:00,23:59:00,0:01:00,1:30:00,11:00:00,23:59:00,0:01:00,1:30:00,11:00:00,23:59:00,0:01:00,1:30:00,11:00:00,23:59:00,0:01:00,1:30:00,13:00:00,23:59:00,0:01:00,1:30:00,13:00:00,23:59:00,0:01:00,1:30:00,11:00:00,23:59:00,"{""primary_tags"":""8""}",1,"1,5,30,52","American,Burgers,Fries,Mojitos ",Y,1,1,6/24/2024 11:33,4/5/2025 15:50,3,1
294,118896,-1.271978846,0.028831818,Restaurants,2,0,10,0,09:00AM-11:45PM,-,15,0,Yes,0,0,0,11,EN,4.4,11:00:00,23:00:00,,,10:59:00,23:00:00,,,10:59:00,23:00:00,,,11:00:00,23:00:00,,,10:59:00,23:30:00,,,10:59:00,23:30:00,,,10:59:00,23:00:00,,,"{""primary_tags"":""260""}",1,"5,8,91,22,42","Burgers,Desserts,Free Delivery,Grills,Mexican",Y,1,1,6/27/2024 12:13,4/5/2025 11:49,3,1
295,118897,-0.491307692,0.744720455,Restaurants,2,0.7,5,1,08:00AM-11:45PM,-,15,0,Yes,0,1,1,11,EN,4.7,8:00:00,23:45:00,,,8:00:00,23:45:00,,,8:00:00,23:45:00,,,8:00:00,23:45:00,,,8:00:00,23:45:00,,,8:00:00,23:45:00,,,8:00:00,23:45:00,,,"{""primary_tags"":""1088""}",1,"60,38,61,16,36","Coffee,Fresh Juices,Hot Chocolate,Sandwiches,Smoothies",Y,1,1,6/27/2024 12:38,4/3/2025 18:15,3,1
298,118900,-0.415192308,0.64355,Restaurants,2,0,8,1,10:00AM-11:00PM,-,17,0,Yes,0,1,1,11,EN,4.7,10:45:00,20:00:00,,,10:45:00,20:00:00,,,10:45:00,20:00:00,,,10:45:00,20:00:00,,,10:45:00,20:00:00,,,10:45:00,20:00:00,,,10:45:00,20:00:00,,,"{""primary_tags"":""478""}",1,"91,38,90,24,16","Free Delivery,Fresh Juices,Pastas,Salads,Sandwiches",Y,1,1,6/28/2024 14:24,4/7/2025 10:12,3,1
299,118901,-0.818809615,0.135123864,Restaurants,2,0.7,15,1,10:00AM-1:45PM,-,15,0,Yes,0,1,1,11,EN,4.2,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,16:30:00,23:45:00,,,10:00:00,23:45:00,,,"{""primary_tags"":""1065""}",1,"83,30,52,27,16","Combos,Fries,Mojitos ,Pasta,Sandwiches",Y,1,1,6/29/2024 13:12,3/27/2025 17:16,3,1
300,118902,-0.807057692,0.091368182,Restaurants,2,0.7,15,1,08:00AM-11:00PM,-,15,0,Yes,0,1,1,11,EN,4.4,8:00:00,22:45:00,,,8:00:00,22:45:00,,,8:00:00,22:45:00,,,8:00:00,22:45:00,,,8:00:00,22:45:00,,,8:00:00,22:45:00,,,8:00:00,22:45:00,,,"{""primary_tags"":""1088""}",1,"60,38,61,16,36","Coffee,Fresh Juices,Hot Chocolate,Sandwiches,Smoothies",Y,1,1,6/30/2024 14:12,4/3/2025 10:52,3,1
303,118905,0.005748077,0.482280909,Restaurants,2,0.7,15,1,08:00AM-3:30PM,-,15,0,Yes,0,1,1,11,EN,4.7,8:00:00,16:00:00,,,8:00:00,16:00:00,,,8:00:00,16:00:00,,,8:00:00,16:00:00,,,8:00:00,16:00:00,,,,,,,,,,,"{""primary_tags"":""1088""}",1,"60,38,61,16,36","Coffee,Fresh Juices,Hot Chocolate,Sandwiches,Smoothies",Y,1,1,7/2/2024 14:50,3/31/2025 13:23,3,1
304,118906,-1.267463462,0.028361364,Restaurants,2,0.7,10,1,10:00AM-11:15PM,-,15,0,Yes,0,1,1,11,EN,4,10:00:00,23:00:00,,,10:00:00,23:00:00,,,10:00:00,23:00:00,,,10:00:00,23:00:00,,,10:00:00,23:15:00,,,10:00:00,23:15:00,,,10:00:00,23:15:00,,,"{""primary_tags"":""32""}",1,"1,4,5,30,16","American,Breakfast,Burgers,Fries,Sandwiches",Y,1,1,7/3/2024 10:38,4/2/2025 12:35,3,1
310,118912,-0.016828846,0.514580227,Restaurants,2,0.7,15,1,09:00AM-07:00PM,-,13,0,Yes,0,1,1,11,EN,4.8,9:00:00,16:40:00,,,9:00:00,16:40:00,,,9:00:00,16:40:00,,,9:00:00,16:40:00,,,9:00:00,16:40:00,,,,,,,10:00:00,16:40:00,,,"{""primary_tags"":""1147""}",1,"26,8,24","Bagels,Desserts,Salads",Y,1,1,7/8/2024 13:19,4/6/2025 17:42,3,1
356,118958,-0.845096154,0.067013182,Restaurants,2,0,15,1,11:00AM-111:00PM,-,15,0,Yes,0,1,1,11,EN,4.2,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,8:00:00,23:00:00,,,13:00:00,23:00:00,,,11:00:00,23:00:00,,,"{""primary_tags"":""46""}",1,"1,48,27,15,24","American,Kids meal,Pasta,Pizzas,Salads",Y,1,1,7/25/2024 13:07,4/7/2025 21:53,3,1
386,118989,-1.002136538,0.078609318,Sweets & Bakes,3,0,15,1,08:30AM-11:45PM,-,15,0,Yes,0,1,1,1,EN,4.5,8:00:00,23:45:00,,,8:00:00,23:45:00,,,8:00:00,23:45:00,,,8:00:00,23:45:00,,,8:30:00,23:45:00,,,16:00:00,23:45:00,,,8:00:00,23:45:00,,,"{""primary_tags"":""1348""}",1,80,Churros,Y,1,1,8/7/2024 15:36,4/8/2025 3:45,3,1
391,118994,-0.624701923,0.72512,Restaurants,2,0.7,5,1,9:00AM-11:00PM,-,10,0,Yes,0,1,1,11,EN,4.2,9:00:00,23:45:00,,,9:00:00,23:45:00,,,9:00:00,23:45:00,,,9:00:00,23:45:00,,,9:00:00,23:45:00,,,14:00:00,23:59:00,,,9:00:00,23:45:00,,,,1,"1,4,5,8,34,24,16,28,35","American,Breakfast,Burgers,Desserts,Italian,Salads,Sandwiches,Soups,Steaks",Y,1,1,8/8/2024 14:16,4/2/2025 0:51,3,1
398,119001,-0.625126923,0.099439091,Restaurants,2,0.7,15,1,11:00AM-11:00PM,-,15,0,Yes,0,1,1,11,EN,4.2,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,,1,"13,2,77,27,33,28,12","Omani,Arabic,Shuwa,Pasta,Rice,Soups,Lebanese",Y,1,1,8/19/2024 19:04,4/7/2025 0:08,3,1
401,119004,0.001903846,0.547154545,Sweets & Bakes,3,0.7,15,1,10:00AM-11:15PM,-,13,0,Yes,0,1,1,11,EN,4.5,10:00:00,23:15:00,,,10:00:00,23:15:00,,,10:00:00,23:15:00,,,10:00:00,23:15:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:15:00,,,"{""primary_tags"":""1256""}",1,"64,36","Frozen yoghurt,Smoothies",Y,1,1,8/20/2024 15:10,4/6/2025 0:50,3,1
419,119022,-0.4764,0.03974,Restaurants,2,0.7,15,1,11:00AM-12:00PM,-,15,0,Yes,0,1,1,11,EN,4.2,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,13:30:00,23:45:00,,,11:00:00,23:45:00,,,,1,"2,71,16","Arabic,Kushari,Sandwiches",Y,1,1,8/27/2024 15:53,4/7/2025 18:40,3,1
459,119063,-0.996063462,-0.062282955,Restaurants,2,0,10,1,11:59AM-11:59PM,-,15,0,Yes,0,1,1,11,EN,4.2,11:59:00,23:59:00,,,11:59:00,23:59:00,,,11:59:00,23:59:00,,,11:59:00,23:59:00,,,11:59:00,23:59:00,,,0:01:00,0:45:00,16:30:00,23:59:00,0:01:00,0:45:00,14:30:00,23:59:00,"{""primary_tags"":""8""}",1,"5,91,32,52","Burgers,Free Delivery,Milkshakes,Mojitos ",Y,1,1,9/10/2024 19:04,4/6/2025 15:19,3,1
537,119141,-0.523719231,0.052654545,Restaurants,2,0,15,1,08:00AM-11:45-,-,20,0,Yes,0,1,1,11,EN,4.4,12:20:00,23:45:00,,,12:20:00,23:45:00,,,12:20:00,23:45:00,,,12:20:00,23:45:00,,,12:20:00,23:45:00,,,0:01:00,0:45:00,13:20:00,23:59:00,12:20:00,23:45:00,,,"{""primary_tags"":""8""}",1,"1,5,8,91,30,29,48","American,Burgers,Desserts,Free Delivery,Fries,Hot Dogs,Kids meal",Y,1,1,10/15/2024 0:42,4/7/2025 18:28,3,1
547,119151,0.049019231,0.605368409,Restaurants,2,0.7,10,1,09:00AM-11:59PM,-,10,0,Yes,0,1,1,11,EN,4.4,9:00:00,23:59:00,,,9:00:00,23:59:00,,,9:00:00,23:59:00,,,9:00:00,23:59:00,,,9:00:00,23:59:00,,,15:00:00,23:59:00,,,15:00:00,23:59:00,,,"{""primary_tags"":""28""}",1,"38,12,16,23","Fresh Juices,Lebanese,Sandwiches,Shawarma",Y,1,1,10/21/2024 15:38,4/7/2025 3:23,3,1
573,119180,2.015615385,0.749220455,Restaurants,2,0,15,1,04:59PM-11:45PM,-,10,0,Yes,0,1,1,11,EN,4.6,17:00:00,23:45:00,,,17:00:00,23:45:00,,,17:00:00,23:45:00,,,17:00:00,23:45:00,,,17:00:00,23:45:00,,,17:00:00,23:45:00,,,17:00:00,23:45:00,,,"{""primary_tags"":""134""}",1,"5,8,91,27,16","Burgers,Desserts,Free Delivery,Pasta,Sandwiches",Y,1,1,1/30/2024 12:53,4/7/2025 23:22,3,1
575,119182,-0.610692308,0.072090909,Sweets & Bakes,3,0,15,1,10:00AM-11:45PM,-,15,0,Yes,0,1,1,11,EN,4.1,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:00:00,22:30:00,,,,1,"60,62,86,25","Coffee,Pancakes,Spanish Latte,Waffles",Y,1,1,11/1/2023 12:13,4/4/2025 1:06,3,1
577,119184,-0.7549,0.219710227,Restaurants,2,0.7,8,1,11:00AM-11:00PM,-,5,0,Yes,0,1,1,11,EN,4.5,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,12:00:00,22:00:00,,,"{""primary_tags"":""15""}",1,"5,8,49,24","Burgers,Desserts,Family Meal,Salads",Y,1,1,10/2/2023 17:11,4/4/2025 19:29,3,1
578,119187,0.553573077,0.531361136,Restaurants,2,0.7,15,0,12:00PM-11:59PM,-,10,,Yes,0,0,0,11,,4.3,12:00:00,23:59:00,,,12:00:00,23:59:00,,,12:00:00,23:59:00,,,12:00:00,23:59:00,,,12:00:00,23:59:00,,,12:00:00,23:59:00,,,12:00:00,23:59:00,,,"{""primary_tags"":""134""}",1,"38,16,23","Fresh Juices,Sandwiches,Shawarma",Y,1,1,10/21/2024 13:10,4/5/2025 12:01,3,1
582,119200,-0.185825,0.482450909,Restaurants,2,0.7,15,1,12:00PM-11:59PM,-,10,,Yes,0,1,1,11,,4.2,12:00:00,23:59:00,,,12:00:00,23:59:00,,,12:00:00,23:59:00,,,12:00:00,23:59:00,,,12:00:00,23:59:00,,,15:00:00,23:59:00,,,15:00:00,23:59:00,,,"{""primary_tags"":""134""}",1,"38,16,23","Fresh Juices,Sandwiches,Shawarma",Y,1,1,10/21/2024 14:36,4/6/2025 23:12,3,1
583,119276,-0.591273077,0.095598636,Restaurants,2,0.7,15,1,00:01AM-01:00AM,09:00AM-11:59PM,10,,Yes,0,1,1,11,,4.3,12:00:00,23:59:00,,,12:00:00,23:59:00,,,12:00:00,23:59:00,,,12:00:00,23:59:00,,,12:00:00,23:59:00,,,14:00:00,23:59:00,,,14:00:00,23:59:00,,,"{""primary_tags"":""134""}",1,"38,16,23","Fresh Juices,Sandwiches,Shawarma",Y,1,1,10/22/2024 7:29,4/7/2025 20:09,3,1
676,124101,-0.116173077,0.570707273,Restaurants,2,0.7,14,1,22-Sep,-,10,,Yes,0,1,1,11,,4.4,11:45:00,15:45:00,18:30:00,23:00:00,11:45:00,15:45:00,18:30:00,22:30:00,11:45:00,15:45:00,18:30:00,23:00:00,11:45:00,15:45:00,18:30:00,23:00:00,11:45:00,15:45:00,18:30:00,23:00:00,11:45:00,15:45:00,18:30:00,23:00:00,11:45:00,15:45:00,18:30:00,23:00:00,"{""primary_tags"":""2072""}",1,"31,8,10,44,33","Biryani,Desserts,Indian,Kebabs,Rice",Y,1,1,11/17/2024 8:39,4/7/2025 15:31,3,1
679,124147,0.614094231,0.527432727,Restaurants,2,0.7,15,1,08:00AM-11:00PM,-,10,,Yes,0,1,1,1,,4.5,11:00:00,15:30:00,18:30:00,22:30:00,11:00:00,15:30:00,18:30:00,23:00:00,11:00:00,15:30:00,18:30:00,23:00:00,11:00:00,15:30:00,18:30:00,23:00:00,11:00:00,15:30:00,18:30:00,23:00:00,11:45:00,15:30:00,18:30:00,23:00:00,11:00:00,15:30:00,18:30:00,23:00:00,"{""primary_tags"":""2072""}",1,"31,8,10,44,33","Biryani,Desserts,Indian,Kebabs,Rice",Y,1,1,11/17/2024 13:27,4/7/2025 21:46,3,1
681,124250,-0.595325,0.095638864,Restaurants,2,0.7,15,1,22-Sep,-,10,,Yes,0,1,1,11,,4.4,11:30:00,15:30:00,18:30:00,23:00:00,11:30:00,15:30:00,18:30:00,23:00:00,11:30:00,15:30:00,18:30:00,23:00:00,11:30:00,15:30:00,18:30:00,23:00:00,11:30:00,15:30:00,18:30:00,23:00:00,11:30:00,15:30:00,18:30:00,23:00:00,11:30:00,15:30:00,18:30:00,22:30:00,"{""primary_tags"":""2072""}",1,"31,8,10,44,33","Biryani,Desserts,Indian,Kebabs,Rice",Y,1,1,11/18/2024 8:07,4/7/2025 17:40,3,1
841,130436,-0.496138462,0.740214091,Restaurants,2,0,6,1,,,10,,Yes,0,1,1,1,,4,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,"{""primary_tags"":""2396""}",1,"1,4,5,6,8,91,30,43,48,24","American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads",Y,1,1,12/21/2024 0:16,4/7/2025 15:09,3,1
843,130447,-1.269317308,0.082343182,Restaurants,2,0,5,1,,,10,,Yes,0,1,1,1,,4.3,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,"{""primary_tags"":""2396""}",1,"1,4,5,6,8,91,30,43,48,24","American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads",Y,1,1,12/21/2024 12:31,4/7/2025 19:01,3,1
845,130450,-0.116903846,0.181583182,Restaurants,2,0,5,1,,,10,,Yes,0,1,1,1,,4,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,0:00:00,1:30:00,8:15:00,23:59:00,"{""primary_tags"":""2396""}",1,"1,4,5,6,8,91,30,43,48,24","American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads",Y,1,1,12/21/2024 12:37,4/8/2025 3:43,3,1
